episode,loss,nll,kl,consistency
0,40.611414167616104,1.4351158406999376,3.1669767962561712,0.013660261200533973
1,33.963929918077255,1.3610301150215998,8.113633261786568,0.014230526155895658
2,25.57313495212131,1.321114420890808,33.52894401550293,0.02663216491540273
3,13.875274022420248,1.2993922498491075,147.32711537679037,0.043587694979376264
4,7.6704858673943415,1.2857169442706637,281.06879340277777,0.024056223014162645
5,4.977157433827718,1.2420032156838312,209.29164293077258,0.011849759612232447
6,3.639317353566488,1.209949215253194,145.48848130967883,0.0068103462561137145
7,3.0747652848561606,1.19201840294732,124.9574220445421,0.00444908445287082
8,2.74546390109592,1.1831664509243436,98.56310187445746,0.0032310570952379042
9,2.576723575592041,1.1778235303031073,82.76868608262804,0.0024098524332253467
10,2.4756941265530057,1.1716120772891574,81.7574462890625,0.0018124046554375025
11,2.417277971903483,1.167191955778334,77.29241943359375,0.0013737433020853335
12,2.3728992674085827,1.1620523532231648,73.64950561523438,0.0010963312427823742
13,2.3414130210876465,1.1539487441380818,73.19992065429688,0.0009332572549788489
14,2.30334832933214,1.1380254560046725,72.55771382649739,0.0007934149923837847
15,2.2594751252068415,1.1122893624835544,70.65573628743489,0.0006835371734470957
16,2.2306911415523953,1.0781653192308214,71.62322319878473,0.0005973177095357743
17,2.187462435828315,1.052564435535007,70.12646569146051,0.0005483413535532438
18,2.164532873365614,1.0315499703089397,70.40256245930989,0.0005145740449532039
19,2.1394058333502874,1.017008900642395,69.64908938937717,0.00045722140283841226
20,2.1129055288102894,0.9999313089582655,69.35467529296875,0.0003976617073122826
21,2.1049428251054554,0.9855374892552694,69.3382322523329,0.00038080436125811603
22,2.0692446761661105,0.9639855225880941,69.61966027153863,0.00039123284578737285
23,2.0506124364005194,0.9481596483124627,68.8018044365777,0.0003515636296166728
24,2.0420262018839517,0.9361965325143602,69.29104275173611,0.00030399900667058927
25,2.018587258127001,0.9118404653337266,69.88111029730902,0.00028093375213858153
26,2.0027811924616494,0.8978686332702637,69.20786794026692,0.00029964549402292405
27,1.98369472556644,0.877942230966356,70.09361351860895,0.0002798377051173399
28,1.9617485602696736,0.8548578553729587,70.38238101535373,0.0002727833796396024
29,1.9343520667817857,0.8301619556215074,69.85381910536024,0.00029781513633982587
30,1.9117652707629733,0.8024619817733765,71.04003312852647,0.000251795386753252
31,1.8839943806330364,0.7780172427495321,70.66730160183377,0.00021993942856271233
32,1.872959680027432,0.7575633790757921,71.23239220513238,0.00021596349931011596
33,1.8360073433982,0.7251584264967177,71.92517428927951,0.00022277385869529098
34,1.8158944977654352,0.7042977081404792,70.48568725585938,0.0002133048514628576
35,1.8039551973342896,0.6752476957109239,73.06785413953993,0.0001935960705547283
36,1.7772707409328885,0.6493334240383573,73.4635993109809,0.0001905334971120788
37,1.7497957547505696,0.6234443452623155,72.4471944173177,0.00020128391527881226
38,1.7223138941658869,0.5968744622336494,72.9287863837348,0.0001907808327814564
39,1.705541107389662,0.5702529350916544,74.33161502414279,0.0001732737000565976
40,1.681950158543057,0.548083033826616,73.88713667127821,0.00015521824308153655
41,1.6525598367055256,0.5208393997616239,73.78339046902127,0.0001490242316827385
42,1.6442874140209622,0.5010031395488315,74.64808739556207,0.00014850514223023006
43,1.6239417923821344,0.47833354274431866,75.69162326388889,0.0001550334386087747
44,1.6019123130374484,0.4535891082551744,76.1502202351888,0.00014989510883525427
45,1.5772269037034776,0.4290365543630388,75.68145836724176,0.00015330024891429476
46,1.560959193441603,0.4136060078938802,75.74539354112413,0.0001467108765306572
47,1.543895959854126,0.39066970348358154,76.56869252522786,0.00013669554997856417
48,1.5219077931510077,0.37338681022326153,76.49038187662761,0.00013020429792555256
49,1.5068903631634183,0.3536173469490475,76.9534445868598,0.00012731569343789792
50,1.503451042705112,0.34111428923077053,77.42343648274739,0.00011901037861308496
51,1.4844924476411607,0.31647729873657227,78.19819725884332,0.00013093225425109267
52,1.45392816596561,0.29494573672612506,77.90413835313585,0.0001229423036824705
53,1.444487386279636,0.28471405141883427,77.14231448703342,0.00013633312887072357
54,1.4432839420106676,0.2743840565284093,78.06458791097005,0.0001245879822009657
55,1.4297415945265028,0.25877413815922207,78.95030890570746,0.000123848377875725
56,1.4176760911941528,0.24450666705767313,78.56639777289496,0.00011885498517787912
57,1.3956182665295072,0.22426396277215746,78.77139027913411,0.00011888998010868413
58,1.3906025224261813,0.21399731602933672,79.3379618326823,0.000117462535854429
59,1.3721616797977023,0.19657865001095665,79.71404435899522,0.0001164698292591816
60,1.3622974554697673,0.19015744659635755,78.70744154188368,0.00011503336928500276
61,1.3445950746536255,0.1746314846807056,79.38196394178603,0.00010698100878572505
62,1.33964294857449,0.16567905992269516,79.50629764133029,0.00010759355953066713
63,1.3355722957187228,0.16127604328923756,79.58806016710069,0.00010990601488932346
64,1.3170155419243708,0.14135742435852686,79.48142751057942,0.00010571234290384584
65,1.3075213697221544,0.13206146988603804,79.65232594807942,0.0001073981305429091
66,1.3055905633502536,0.1325672831800249,79.57758416069879,0.00011704312702123489
67,1.2880446645948622,0.11490547988149855,79.7926262749566,0.00011463595809699554
68,1.2743180725309584,0.10106972894734806,79.48569742838542,0.0001132838871045452
69,1.2753138409720526,0.09677571058273315,80.03914557562933,0.00010000185526829834
70,1.252431763543023,0.07898374853862657,80.51538509792752,0.00010221954612966834
71,1.249556064605713,0.07279399947987662,80.27733018663194,0.00010109677532454953
72,1.2368095053566828,0.05671885568234655,80.66233825683594,9.155062919793029e-05
73,1.2366574075486925,0.05205324447403351,81.4234381781684,9.249470410092424e-05
74,1.233965555826823,0.046320089449485145,81.22334374321832,9.139837250889589e-05
75,1.2181506951649983,0.037831717688176364,81.42298380533855,8.659262675791979e-05
76,1.2076224486033122,0.029302505465845268,81.11405944824219,8.724320489111253e-05
77,1.2088985178205702,0.02747948674692048,81.05722384982639,0.00010379115216589223
78,1.1833040979173448,0.0066086735265950365,80.55016326904297,0.00011275347060291097
79,1.1853367884953816,0.003547858886627687,80.73273383246527,0.0001044153306995415
80,1.1748113764656916,-0.005245153274801042,81.38224199083116,8.995645314118722e-05
81,1.1671350399653118,-0.019099262232581776,81.52772098117404,8.304065542890587e-05
82,1.1738490263621013,-0.011851769891412308,82.13824039035373,8.078875058951478e-05
83,1.1549765136506822,-0.025208564513983827,81.70856814914279,8.35843715726191e-05
84,1.1371393071280584,-0.038789977707589664,81.45371500651042,8.601424633525312e-05
85,1.1344917747709486,-0.04448352216018571,80.90556165907118,8.946837786222911e-05
86,1.1414138211144342,-0.04059265544896738,81.69599490695529,8.427590768810155e-05
87,1.1223633819156222,-0.057567271093527474,82.48388671875,7.750224580781328e-05
88,1.115948928727044,-0.06556139260323511,81.99382866753473,7.386653629105745e-05
89,1.122756110297309,-0.059541104464895196,81.37013498942058,7.00480551232532e-05
90,1.1003389358520508,-0.07523821832405196,81.55005815294054,6.930211707690937e-05
91,1.0976974434322782,-0.08215749967429373,81.80883365207248,6.902091990923509e-05
92,1.0977715916103787,-0.08179676698313819,81.78198920355902,6.709078701937365e-05
93,1.0863927337858412,-0.09547292689482371,82.2425782945421,6.805722902451332e-05
94,1.0801960229873657,-0.10080387857225206,82.16414896647136,7.833362987083901e-05
95,1.07485650645362,-0.10690714460280207,82.08792707655165,7.597744843224064e-05
96,1.0767658286624484,-0.10336310043931007,82.30596415201823,7.19466115697287e-05
97,1.0682712528440688,-0.10879340146978696,81.69172753228082,6.784001177745975e-05
98,1.0623274379306369,-0.11647597369220522,81.97314707438152,6.127483963306683e-05
99,1.0465652545293171,-0.1262145017584165,82.15492163764105,6.099761756356909e-05
100,1.0463739236195881,-0.12524580624368456,81.82002343071832,6.476557973655872e-05
101,1.0543009440104167,-0.12063574087288645,81.65008375379774,6.461804352713645e-05
102,1.0388089882002935,-0.1332597533861796,81.96813540988498,6.677953772143357e-05
103,1.0425078868865967,-0.13506302651431826,82.12529415554471,6.599606422241777e-05
104,1.0375180774264865,-0.13841528528266483,82.25781334771051,6.446670886361971e-05
105,1.0213670664363437,-0.14944763647185433,82.13067542182074,5.997699594849514e-05
106,1.0258208645714655,-0.15314375360806784,82.29446156819661,5.907761361514632e-05
107,1.023614638381534,-0.15764767014318043,82.62769148084853,5.93559679044928e-05
108,1.0134828223122492,-0.16635982029967838,83.11619313557942,5.768540358985774e-05
109,1.0079454713397555,-0.16607512616448933,82.7246356540256,5.685937746117512e-05
110,1.0084882378578186,-0.162840342356099,81.77683427598741,5.6960941745071774e-05
111,1.0002841684553359,-0.17573456631766426,82.00375705295139,5.441684576605136e-05
112,0.9846938318676419,-0.18831536836094326,82.83766598171658,5.384384914779932e-05
113,0.9986878964636061,-0.17727127174536386,82.46367984347873,5.495631315473778e-05
114,0.9896358980072869,-0.18082264065742493,82.72061326768663,5.805386697627707e-05
115,0.9879184895091586,-0.18632198042339748,82.78272840711806,6.078543164120573e-05
116,0.9792619612481859,-0.19630926185184056,82.57951354980469,6.109360725127367e-05
117,0.9747677644093832,-0.19406706757015652,82.31096649169922,5.2990583046468804e-05
118,0.9768446154064603,-0.19574463698599073,82.42243025037978,5.183734214774126e-05
119,0.9696973562240601,-0.20338033636411032,82.45786370171442,4.969307863373413e-05
120,0.9663231703970168,-0.20336241523424783,82.3779034084744,4.955387501265957e-05
121,0.966179735130734,-0.20448352893193564,82.73995123969183,4.8773437204848356e-05
122,0.9685006539026896,-0.20748070213529798,83.05985514322917,4.866291096227037e-05
123,0.9519198536872864,-0.21926797926425934,82.55453152126736,5.160823315640705e-05
124,0.9576900998751322,-0.20936746729744804,82.20276811387804,5.360395920838023e-05
125,0.9524600505828857,-0.21398684713575575,82.69566599527995,5.5495543266361994e-05
126,0.939763089021047,-0.22602441906929016,82.4605246649848,5.0254322559339926e-05
127,0.9404880404472351,-0.22756616274515787,82.30047522650824,4.675009404309094e-05
128,0.9378664890925089,-0.2333591663175159,82.78184848361545,4.738235131501117e-05
129,0.9316488901774088,-0.2348789076010386,82.7608413696289,5.06582562391284e-05
130,0.9221117430263095,-0.24406565891371834,82.25718604193793,5.224478849817792e-05
131,0.9286660750706991,-0.23866791857613456,82.39750417073567,4.748796345666051e-05
132,0.9321398933728536,-0.23747476604249743,82.60889350043402,4.657770316245862e-05
133,0.9153157075246176,-0.25230397449599373,83.23714701334636,4.5324837830978344e-05
134,0.9154556724760268,-0.25348881549305385,83.00130208333333,4.49303083264062e-05
135,0.9172938863436381,-0.24949650466442108,82.0645751953125,4.5269347740233774e-05
136,0.9167075488302443,-0.24612605571746826,82.41321055094402,4.616428163394125e-05
137,0.907396031750573,-0.25345410572157967,82.54899342854817,4.707127502317437e-05
138,0.9044338530964322,-0.26159170766671497,82.57786220974393,4.59571941367661e-05
139,0.898044486840566,-0.26536528766155243,82.77347819010417,4.594540021369337e-05
140,0.8963153958320618,-0.26636674006779987,82.4810553656684,4.726353411873182e-05
141,0.8999361197153727,-0.2638854781786601,82.4815673828125,4.5163646265993724e-05
142,0.8936270475387573,-0.2698396643002828,82.52423265245226,4.379342984369335e-05
143,0.8811273243692186,-0.27835462987422943,82.3512691921658,4.3140647499563376e-05
144,0.8859597974353366,-0.27783452967802685,82.06194390190973,4.509254601240779e-05
145,0.8869604998164706,-0.27745337784290314,82.41972351074219,4.566684704817211e-05
146,0.8729628854327731,-0.2827688720491197,82.61984761555989,4.200873324104274e-05
147,0.8679259551895989,-0.2890147517124812,82.58662923177083,4.0955257039361946e-05
148,0.8772183391782973,-0.28129956126213074,82.01153988308377,3.9298732897603055e-05
149,0.8759254150920444,-0.2835237599081463,82.23286268446181,3.904640592130212e-05
150,0.8715383609135946,-0.29221170478396946,82.61933305528429,4.086322304728027e-05
151,0.8649041917588975,-0.29370153281423783,82.4542965359158,4.03007591861145e-05
152,0.8638815151320564,-0.2901909401019414,82.11107465955946,3.946795833245334e-05
153,0.8631942205958896,-0.29446690281232196,82.18421173095703,3.925608123406871e-05
154,0.868393964237637,-0.291147381067276,82.3188713921441,3.9916295564681706e-05
155,0.8548442655139499,-0.2995401918888092,82.1823993259006,4.041134404057326e-05
156,0.8461107346746657,-0.3092885977692074,82.1241472032335,4.277837959105252e-05
157,0.852662013636695,-0.30169587830702466,81.98323822021484,4.6619707265765304e-05
158,0.8562318483988444,-0.3035893440246582,82.27434200710721,4.824068956723851e-05
159,0.8421944313579135,-0.3173551956812541,83.13609059651692,4.615600967857366e-05
160,0.8438165518972609,-0.3172328538364834,83.14128790961371,4.148469249937787e-05
161,0.8496851854854159,-0.3077943374713262,82.42313893636067,3.990077635131052e-05
162,0.8450466526879205,-0.3127931985590193,82.77398257785373,3.9454469515476376e-05
163,0.8368761075867547,-0.31794776188002694,83.0223626030816,3.9494681307890765e-05
164,0.8312109178966947,-0.32333946890301174,82.51600392659505,4.013870622859233e-05
165,0.8265084425608317,-0.3278907636801402,82.15208604600694,3.9821442543244404e-05
166,0.8325057559543185,-0.3219579259554545,81.85235256618924,3.884143411091322e-05
167,0.8257391055425009,-0.3258322411113315,82.26113637288411,3.7808541189103075e-05
168,0.8158082962036133,-0.3349724080827501,82.03841654459636,3.78371098324553e-05
169,0.8119934995969137,-0.3390410277578566,82.08810679117839,3.725711010499961e-05
170,0.8231789999537997,-0.3305160502592723,82.70135498046875,3.668788000747251e-05
171,0.8143898116217719,-0.3377967013253106,82.94353908962674,3.709981643219685e-05
172,0.8078943424754672,-0.33981248405244613,82.56179979112413,3.7124554688085075e-05
173,0.8108326130443149,-0.3385310305489434,81.58287811279297,3.6157769500277936e-05
174,0.80507802300983,-0.3399226897292667,81.8655268351237,3.681434787318317e-05
175,0.8049491842587789,-0.3444080154101054,82.31547037760417,3.924144564532778e-05
176,0.8061200579007467,-0.34070582191149396,81.66688622368707,3.821442240021295e-05
177,0.8020922872755263,-0.345084269841512,81.46471235487196,3.640025978610437e-05
178,0.7995187507735358,-0.349384069442749,81.91231367323134,3.631224293106546e-05
179,0.7882126834657457,-0.35948312944836086,82.24205525716145,3.7510287155681806e-05
180,0.7963385383288065,-0.3514707651403215,82.2688963148329,3.848322942051002e-05
181,0.7987474335564507,-0.3492148121198018,82.43703036838107,3.769232595611053e-05
182,0.7873614695337083,-0.3593580424785614,82.27865091959636,3.741354319370455e-05
183,0.7804312507311503,-0.3624852134121789,82.02734120686848,3.644325544074592e-05
184,0.778825667169359,-0.3638959096537696,81.78908030192058,3.6071688454184267e-05
